qualitative_id,response_id,survey_id,geo_id,submission_date,free_text_response,language,sentiment_score,sentiment_label,theme_code,theme_label,nlp_confidence_score,human_validated,rumour_flag,ingested_at
Q000608,R001563,S0012,G0011,2024-10-03,We trust them somewhat but have had issues in the past,English,0.002,neutral,RESOURCE_ALLOCATION,Resource allocation,0.785,False,False,2026-05-09 17:29:07
Q000609,R001567,S0012,G0010,2024-10-03,The Red Cross team was very helpful and respectful to our community,English,0.9,positive,COMMUNITY_INVOLVEMENT,Community involvement,0.951,False,False,2026-05-09 17:29:07
Q000610,R001573,S0012,G0010,2024-10-03,We have heard mixed things about the organisation,English,0.109,neutral,TRANSPARENCY_OF_OPERATIONS,Transparency of operations,0.892,True,False,2026-05-09 17:29:07
Q000611,R001577,S0012,G0012,2024-10-03,Communication was poor and we did not know who to contact,English,-0.736,negative,ACCESS_TO_SERVICES,Access to services,0.942,False,False,2026-05-09 17:29:07
Q000612,R001586,S0012,G0009,2024-10-03,Staff communicated clearly about what aid was available,English,0.301,positive,RESOURCE_ALLOCATION,Resource allocation,0.753,False,False,2026-05-09 17:29:07
Q000613,R001588,S0012,G0010,2024-10-03,The response came too late after the emergency,English,-0.52,negative,ACCESS_TO_SERVICES,Access to services,0.792,False,False,2026-05-09 17:29:07
Q000614,R001589,S0012,G0010,2024-10-03,Some families were excluded without explanation,English,-0.354,negative,TRANSPARENCY_OF_OPERATIONS,Transparency of operations,0.974,True,False,2026-05-09 17:29:07
Q000615,R001592,S0012,G0009,2024-10-03,The team visited but we are not sure what happens next,English,0.197,neutral,STAFF_BEHAVIOUR,Staff behaviour,0.836,False,False,2026-05-09 17:29:07
Q000616,R001596,S0012,G0009,2024-10-03,We felt our community was not prioritised compared to others,English,-0.755,negative,TRANSPARENCY_OF_OPERATIONS,Transparency of operations,0.935,True,False,2026-05-09 17:29:07
Q000617,R001598,S0012,G0010,2024-10-03,We have heard mixed things about the organisation,English,-0.106,neutral,RUMOUR/MISINFORMATION,Rumour/misinformation,0.763,False,False,2026-05-09 17:29:07
Q000618,R001599,S0012,G0010,2024-10-03,The team visited but we are not sure what happens next,English,0.156,neutral,AID_DISTRIBUTION,Aid distribution,0.921,False,False,2026-05-09 17:29:07
Q000619,R001602,S0012,G0012,2024-10-03,Communication was poor and we did not know who to contact,English,-0.294,negative,RUMOUR/MISINFORMATION,Rumour/misinformation,0.913,False,False,2026-05-09 17:29:07
Q000620,R001606,S0012,G0010,2024-10-03,We received some help but not everything we needed,English,-0.108,neutral,RESPONSE_SPEED,Response speed,0.79,False,False,2026-05-09 17:29:07
Q000621,R001610,S0012,G0009,2024-10-03,Some families were excluded without explanation,English,-0.807,negative,ACCESS_TO_SERVICES,Access to services,0.839,True,False,2026-05-09 17:29:07
Q000622,R001613,S0012,G0011,2024-10-03,The response was okay but could have been faster,English,-0.168,neutral,COMMUNICATION_QUALITY,Communication quality,0.901,False,False,2026-05-09 17:29:07
Q000623,R001615,S0012,G0011,2024-10-03,The Red Cross team was very helpful and respectful to our community,English,0.733,positive,AID_DISTRIBUTION,Aid distribution,0.924,False,False,2026-05-09 17:29:07
Q000624,R001616,S0012,G0011,2024-10-03,The Red Cross team was very helpful and respectful to our community,English,0.87,positive,RESOURCE_ALLOCATION,Resource allocation,0.779,True,False,2026-05-09 17:29:07
Q000625,R001625,S0012,G0012,2024-10-03,We heard the aid was being sold rather than distributed,English,-0.826,negative,CULTURAL_SENSITIVITY,Cultural sensitivity,0.886,False,True,2026-05-09 17:29:07
Q000626,R001626,S0012,G0012,2024-10-03,The process was not transparent and we could not ask questions,English,-0.76,negative,ACCESS_TO_SERVICES,Access to services,0.849,True,False,2026-05-09 17:29:07
Q000627,R001628,S0012,G0012,2024-10-03,Communication was poor and we did not know who to contact,English,-0.213,negative,ACCESS_TO_SERVICES,Access to services,0.935,False,False,2026-05-09 17:29:07
Q000628,R001629,S0012,G0010,2024-10-03,We have heard mixed things about the organisation,English,-0.042,neutral,ACCESS_TO_SERVICES,Access to services,0.877,True,False,2026-05-09 17:29:07
Q000629,R001631,S0012,G0009,2024-10-03,They listened to our needs and responded accordingly,English,0.515,positive,STAFF_BEHAVIOUR,Staff behaviour,0.837,False,False,2026-05-09 17:29:07
Q000630,R001632,S0012,G0012,2024-10-03,The team visited but we are not sure what happens next,English,0.25,neutral,COMMUNICATION_QUALITY,Communication quality,0.789,True,False,2026-05-09 17:29:07
Q000631,R001634,S0012,G0010,2024-10-03,We trust them to help us in times of crisis,English,0.631,positive,COMMUNITY_INVOLVEMENT,Community involvement,0.791,True,False,2026-05-09 17:29:07
Q000632,R001636,S0012,G0012,2024-10-03,The volunteers were trained and professional,English,0.774,positive,AID_DISTRIBUTION,Aid distribution,0.777,True,False,2026-05-09 17:29:07
Q000633,R001638,S0012,G0012,2024-10-03,The volunteers were trained and professional,English,0.987,positive,STAFF_BEHAVIOUR,Staff behaviour,0.868,True,False,2026-05-09 17:29:07
Q000634,R001641,S0012,G0011,2024-10-03,They kept us informed throughout the process,English,0.566,positive,STAFF_BEHAVIOUR,Staff behaviour,0.917,False,False,2026-05-09 17:29:07
Q000635,R001643,S0012,G0010,2024-10-03,We received food and medicine quickly after the flood,English,0.939,positive,STAFF_BEHAVIOUR,Staff behaviour,0.943,False,False,2026-05-09 17:29:07
Q000636,R001644,S0012,G0009,2024-10-03,Staff communicated clearly about what aid was available,English,0.7,positive,AID_DISTRIBUTION,Aid distribution,0.937,True,False,2026-05-09 17:29:07
Q000637,R001645,S0012,G0009,2024-10-03,The process was not transparent and we could not ask questions,English,-0.495,negative,TRANSPARENCY_OF_OPERATIONS,Transparency of operations,0.939,True,False,2026-05-09 17:29:07
Q000638,R001648,S0012,G0010,2024-10-03,The process was not transparent and we could not ask questions,English,-0.346,negative,RUMOUR/MISINFORMATION,Rumour/misinformation,0.895,True,False,2026-05-09 17:29:07
Q000639,R001649,S0012,G0012,2024-10-03,Staff communicated clearly about what aid was available,English,0.982,positive,COMMUNICATION_QUALITY,Communication quality,0.785,True,False,2026-05-09 17:29:07
Q000640,R001653,S0012,G0009,2024-10-03,We did not receive any information about the aid distribution,English,-0.504,negative,RUMOUR/MISINFORMATION,Rumour/misinformation,0.769,False,False,2026-05-09 17:29:07
Q000641,R001655,S0012,G0009,2024-10-03,Some people got assistance but others did not,English,0.05,neutral,TRANSPARENCY_OF_OPERATIONS,Transparency of operations,0.825,True,False,2026-05-09 17:29:07
Q000642,R001660,S0012,G0010,2024-10-03,Staff communicated clearly about what aid was available,English,0.49,positive,AID_DISTRIBUTION,Aid distribution,0.755,False,False,2026-05-09 17:29:07
Q000643,R001661,S0012,G0010,2024-10-03,The process was not transparent and we could not ask questions,English,-0.654,negative,CULTURAL_SENSITIVITY,Cultural sensitivity,0.867,True,False,2026-05-09 17:29:07
Q000644,R001665,S0012,G0012,2024-10-03,We trust them somewhat but have had issues in the past,English,0.232,neutral,RESPONSE_SPEED,Response speed,0.886,False,False,2026-05-09 17:29:07
Q000645,R001666,S0012,G0009,2024-10-03,We trust them somewhat but have had issues in the past,English,-0.083,neutral,RESPONSE_SPEED,Response speed,0.902,False,False,2026-05-09 17:29:07
Q000646,R001672,S0012,G0011,2024-10-03,There were rumours that staff were taking goods for themselves,English,-0.715,negative,ACCESS_TO_SERVICES,Access to services,0.866,True,True,2026-05-09 17:29:07
Q000647,R001676,S0012,G0009,2024-10-03,We trust them to help us in times of crisis,English,0.355,positive,COMMUNITY_INVOLVEMENT,Community involvement,0.936,True,False,2026-05-09 17:29:07
Q000648,R001678,S0012,G0011,2024-10-03,Communication was poor and we did not know who to contact,English,-0.87,negative,CULTURAL_SENSITIVITY,Cultural sensitivity,0.827,True,False,2026-05-09 17:29:07
Q000649,R001679,S0012,G0009,2024-10-03,We have heard mixed things about the organisation,English,0.075,neutral,CULTURAL_SENSITIVITY,Cultural sensitivity,0.905,False,False,2026-05-09 17:29:07
Q000650,R001680,S0012,G0010,2024-10-03,We received some help but not everything we needed,English,0.242,neutral,STAFF_BEHAVIOUR,Staff behaviour,0.923,True,False,2026-05-09 17:29:07
Q000651,R001681,S0012,G0012,2024-10-03,They listened to our needs and responded accordingly,English,0.364,positive,COMMUNICATION_QUALITY,Communication quality,0.983,False,False,2026-05-09 17:29:07
Q000652,R001685,S0012,G0011,2024-10-03,We heard the aid was being sold rather than distributed,English,-0.617,negative,RESPONSE_SPEED,Response speed,0.803,True,True,2026-05-09 17:29:07
Q000653,R001686,S0012,G0010,2024-10-03,We felt our community was not prioritised compared to others,English,-0.985,negative,TRANSPARENCY_OF_OPERATIONS,Transparency of operations,0.868,False,False,2026-05-09 17:29:07
Q000654,R001687,S0012,G0009,2024-10-03,There were rumours that staff were taking goods for themselves,English,-0.439,negative,ACCESS_TO_SERVICES,Access to services,0.962,True,True,2026-05-09 17:29:07
Q000655,R001688,S0012,G0012,2024-10-03,We felt our community was not prioritised compared to others,English,-0.872,negative,CULTURAL_SENSITIVITY,Cultural sensitivity,0.931,False,False,2026-05-09 17:29:07
Q000656,R001689,S0012,G0011,2024-10-03,The Red Cross team was very helpful and respectful to our community,English,0.612,positive,RESOURCE_ALLOCATION,Resource allocation,0.935,True,False,2026-05-09 17:29:07
Q000657,R001693,S0012,G0011,2024-10-03,Some people got assistance but others did not,English,-0.097,neutral,CULTURAL_SENSITIVITY,Cultural sensitivity,0.923,False,False,2026-05-09 17:29:07
Q000658,R001699,S0013,G0015,2024-01-03,The team visited but we are not sure what happens next,English,-0.14,neutral,STAFF_BEHAVIOUR,Staff behaviour,0.961,False,False,2026-05-09 17:29:07
Q000659,R001702,S0013,G0014,2024-01-03,The process was not transparent and we could not ask questions,English,-0.67,negative,RESPONSE_SPEED,Response speed,0.888,True,False,2026-05-09 17:29:07
Q000660,R001703,S0013,G0013,2024-01-03,The volunteers were trained and professional,English,0.974,positive,AID_DISTRIBUTION,Aid distribution,0.806,False,False,2026-05-09 17:29:07
Q000661,R001705,S0013,G0016,2024-01-03,The process was not transparent and we could not ask questions,English,-0.343,negative,ACCESS_TO_SERVICES,Access to services,0.789,False,False,2026-05-09 17:29:07
Q000662,R001706,S0013,G0014,2024-01-03,The process was not transparent and we could not ask questions,English,-0.213,negative,TRANSPARENCY_OF_OPERATIONS,Transparency of operations,0.785,False,False,2026-05-09 17:29:07
Q000663,R001707,S0013,G0016,2024-01-03,Distribution was fair and transparent,English,0.752,positive,COMMUNITY_INVOLVEMENT,Community involvement,0.931,True,False,2026-05-09 17:29:07
Q000664,R001708,S0013,G0013,2024-01-03,The response came too late after the emergency,English,-0.319,negative,ACCESS_TO_SERVICES,Access to services,0.783,True,False,2026-05-09 17:29:07
Q000665,R001714,S0013,G0014,2024-01-03,The volunteers were trained and professional,English,0.469,positive,COMMUNITY_INVOLVEMENT,Community involvement,0.823,True,False,2026-05-09 17:29:07
Q000666,R001715,S0013,G0013,2024-01-03,We received food and medicine quickly after the flood,English,0.347,positive,COMMUNITY_INVOLVEMENT,Community involvement,0.978,False,False,2026-05-09 17:29:07
Q000667,R001716,S0013,G0015,2024-01-03,We trust them to help us in times of crisis,English,0.733,positive,COMMUNITY_INVOLVEMENT,Community involvement,0.902,True,False,2026-05-09 17:29:07
Q000668,R001717,S0013,G0016,2024-01-03,We have heard mixed things about the organisation,English,0.176,neutral,AID_DISTRIBUTION,Aid distribution,0.851,False,False,2026-05-09 17:29:07
Q000669,R001719,S0013,G0013,2024-01-03,We trust them somewhat but have had issues in the past,English,0.261,neutral,TRANSPARENCY_OF_OPERATIONS,Transparency of operations,0.841,False,False,2026-05-09 17:29:07
Q000670,R001721,S0013,G0016,2024-01-03,The Red Cross team was very helpful and respectful to our community,English,0.955,positive,COMMUNITY_INVOLVEMENT,Community involvement,0.767,True,False,2026-05-09 17:29:07
Q000671,R001725,S0013,G0016,2024-01-03,We did not receive any information about the aid distribution,English,-0.69,negative,CULTURAL_SENSITIVITY,Cultural sensitivity,0.935,True,False,2026-05-09 17:29:07
Q000672,R001727,S0013,G0014,2024-01-03,The Red Cross team was very helpful and respectful to our community,English,0.607,positive,COMMUNICATION_QUALITY,Communication quality,0.941,False,False,2026-05-09 17:29:07
Q000673,R001729,S0013,G0015,2024-01-03,Distribution was fair and transparent,English,0.632,positive,RESOURCE_ALLOCATION,Resource allocation,0.971,True,False,2026-05-09 17:29:07
Q000674,R001730,S0013,G0013,2024-01-03,Distribution was fair and transparent,English,0.69,positive,COMMUNITY_INVOLVEMENT,Community involvement,0.766,True,False,2026-05-09 17:29:07
Q000675,R001731,S0013,G0016,2024-01-03,We trust them to help us in times of crisis,English,0.308,positive,STAFF_BEHAVIOUR,Staff behaviour,0.872,True,False,2026-05-09 17:29:07
Q000676,R001733,S0013,G0014,2024-01-03,The process was not transparent and we could not ask questions,English,-0.829,negative,CULTURAL_SENSITIVITY,Cultural sensitivity,0.843,True,False,2026-05-09 17:29:07
Q000677,R001738,S0013,G0014,2024-01-03,The process was not transparent and we could not ask questions,English,-0.382,negative,RUMOUR/MISINFORMATION,Rumour/misinformation,0.894,False,False,2026-05-09 17:29:07
Q000678,R001739,S0013,G0013,2024-01-03,They kept us informed throughout the process,English,0.755,positive,COMMUNICATION_QUALITY,Communication quality,0.823,False,False,2026-05-09 17:29:07
Q000679,R001743,S0013,G0014,2024-01-03,The team visited but we are not sure what happens next,English,0.213,neutral,RUMOUR/MISINFORMATION,Rumour/misinformation,0.912,False,False,2026-05-09 17:29:07
Q000680,R001749,S0013,G0016,2024-01-03,We trust them to help us in times of crisis,English,0.869,positive,COMMUNITY_INVOLVEMENT,Community involvement,0.751,True,False,2026-05-09 17:29:07
Q000681,R001752,S0013,G0016,2024-01-03,The Red Cross team was very helpful and respectful to our community,English,0.329,positive,STAFF_BEHAVIOUR,Staff behaviour,0.817,False,False,2026-05-09 17:29:07
Q000682,R001753,S0013,G0014,2024-01-03,We did not receive any information about the aid distribution,English,-0.992,negative,TRANSPARENCY_OF_OPERATIONS,Transparency of operations,0.984,False,False,2026-05-09 17:29:07
Q000683,R001757,S0013,G0013,2024-01-03,We trust them to help us in times of crisis,English,0.455,positive,COMMUNITY_INVOLVEMENT,Community involvement,0.896,True,False,2026-05-09 17:29:07
Q000684,R001759,S0013,G0016,2024-01-03,They kept us informed throughout the process,English,0.61,positive,COMMUNITY_INVOLVEMENT,Community involvement,0.954,False,False,2026-05-09 17:29:07
Q000685,R001763,S0013,G0016,2024-01-03,We heard the aid was being sold rather than distributed,English,-0.428,negative,CULTURAL_SENSITIVITY,Cultural sensitivity,0.841,False,True,2026-05-09 17:29:07
Q000686,R001765,S0013,G0013,2024-01-03,The process was not transparent and we could not ask questions,English,-0.273,negative,RESPONSE_SPEED,Response speed,0.855,False,False,2026-05-09 17:29:07
Q000687,R001766,S0013,G0014,2024-01-03,They listened to our needs and responded accordingly,English,0.892,positive,COMMUNITY_INVOLVEMENT,Community involvement,0.837,True,False,2026-05-09 17:29:07
Q000688,R001767,S0013,G0013,2024-01-03,We have heard mixed things about the organisation,English,-0.125,neutral,COMMUNICATION_QUALITY,Communication quality,0.956,False,False,2026-05-09 17:29:07
Q000689,R001778,S0013,G0014,2024-01-03,The process was not transparent and we could not ask questions,English,-0.458,negative,RUMOUR/MISINFORMATION,Rumour/misinformation,0.882,False,False,2026-05-09 17:29:07
Q000690,R001781,S0013,G0014,2024-01-03,We have heard mixed things about the organisation,English,-0.012,neutral,RESPONSE_SPEED,Response speed,0.756,False,False,2026-05-09 17:29:07
